Name,Birth Country,Birth Decade,Birth Year,Gender,Latitude,Longitude,Tate URL
"Shee, Sir Martin Archer",Ireland,1/1/1760,1/1/1769,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/sir-martin-archer-shee-490
"Brooke, William Henry",Ireland,1/1/1770,1/1/1772,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/william-henry-brooke-63
"Mulready, William",Ireland,1/1/1780,1/1/1786,Male,52.8474,-8.98874,http://www.tate.org.uk/art/artists/william-mulready-392
"O'Connor, James Arthur",Ireland,1/1/1790,1/1/1792,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/james-arthur-oconnor-2556
"Danby, Francis",Ireland,1/1/1790,1/1/1793,Male,52.3369,-6.46334,http://www.tate.org.uk/art/artists/francis-danby-135
"Doyle, John",Ireland,1/1/1790,1/1/1797,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/john-doyle-160
"St John Long, John St John",Ireland,1/1/1790,1/1/1798,Male,52.668,-8.6305,http://www.tate.org.uk/art/artists/john-st-john-long-470
"Maclise, Daniel",Ireland,1/1/1800,1/1/1806,Male,51.8969,-8.48632,http://www.tate.org.uk/art/artists/daniel-maclise-365
"Davis, William",Ireland,1/1/1810,1/1/1812,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/william-davis-141
"Foley, John Henry",Ireland,1/1/1810,1/1/1818,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/john-henry-foley-188
"Hone, Nathaniel",Ireland,1/1/1830,1/1/1831,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/nathaniel-hone-274
"Garstin, Norman",Ireland,1/1/1840,1/1/1847,Male,52.8625,-9.04716,http://www.tate.org.uk/art/artists/norman-garstin-203
"Saint-Gaudens, Augustus",Ireland,1/1/1840,1/1/1848,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/augustus-saint-gaudens-1891
"Forbes, Stanhope Alexander",Ireland,1/1/1850,1/1/1857,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/stanhope-alexander-forbes-190
"Butler, Mildred Anne",Ireland,1/1/1850,1/1/1858,Female,52.5271,-7.13882,http://www.tate.org.uk/art/artists/mildred-anne-butler-72
"Osborne, Walter Frederick",Ireland,1/1/1850,1/1/1859,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/walter-frederick-osborne-408
"O'Conor, Roderic",Ireland,1/1/1860,1/1/1860,Male,53.6276,-8.1891,http://www.tate.org.uk/art/artists/roderic-oconor-2191
"Orpen, Sir William",Ireland,1/1/1870,1/1/1878,Male,53.3498,-6.26031,http://www.tate.org.uk/art/artists/sir-william-orpen-1725
"Hone, Evie",Ireland,1/1/1890,1/1/1894,Female,53.3498,-6.26031,http://www.tate.org.uk/art/artists/evie-hone-1308
"Gennari, Benedetto",Italia,1/1/1630,1/1/1633,Male,44.7315,11.2908,http://www.tate.org.uk/art/artists/benedetto-gennari-2352
"Verrio, Antonio",Italia,1/1/1630,1/1/1639,Male,40.3515,18.175,http://www.tate.org.uk/art/artists/antonio-verrio-570
"Amiconi, Giacomo",Italia,1/1/1680,1/1/1682,Male,40.8518,14.2681,http://www.tate.org.uk/art/artists/giacomo-amiconi-7
Canaletto,Italia,1/1/1690,1/1/1697,Male,45.4408,12.3155,http://www.tate.org.uk/art/artists/canaletto-giovanni-antonio-canal-2302
"Longhi, Pietro",Italia,1/1/1700,1/1/1702,Male,45.4408,12.3155,http://www.tate.org.uk/art/artists/pietro-longhi-505
"Soldi, Andrea",Italia,1/1/1700,1/1/1703,Male,43.7696,11.2558,http://www.tate.org.uk/art/artists/andrea-soldi-3823
"Bartolozzi, Francesco",Italia,1/1/1720,1/1/1727,Male,43.7696,11.2558,http://www.tate.org.uk/art/artists/francesco-bartolozzi-2478
"Cipriani, Giovanni Battista",Italia,1/1/1720,1/1/1727,Male,43.7696,11.2558,http://www.tate.org.uk/art/artists/giovanni-battista-cipriani-2485
"Labruzzi, Carlo",Italia,1/1/1740,1/1/1748,Male,41.9028,12.4964,http://www.tate.org.uk/art/artists/carlo-labruzzi-2622
"Waterhouse, John William",Italia,1/1/1840,1/1/1849,Male,41.9028,12.4964,http://www.tate.org.uk/art/artists/john-william-waterhouse-583
"Mancini, Antonio",Italia,1/1/1850,1/1/1852,Male,41.9028,12.4964,http://www.tate.org.uk/art/artists/antonio-mancini-1564
"Sargent, John Singer",Italia,1/1/1850,1/1/1856,Male,43.7696,11.2558,http://www.tate.org.uk/art/artists/john-singer-sargent-475
"Rosso, Medardo",Italia,1/1/1850,1/1/1858,Male,45.0703,7.68686,http://www.tate.org.uk/art/artists/medardo-rosso-1868
"Balla, Giacomo",Italia,1/1/1870,1/1/1871,Male,45.0703,7.68686,http://www.tate.org.uk/art/artists/giacomo-balla-688
"Ciardi, Emma",Italia,1/1/1870,1/1/1879,Female,45.4408,12.3155,http://www.tate.org.uk/art/artists/emma-ciardi-908
"Boccioni, Umberto",Italia,1/1/1880,1/1/1882,Male,38.1113,15.6473,http://www.tate.org.uk/art/artists/umberto-boccioni-771
"Severini, Gino",Italia,1/1/1880,1/1/1883,Male,43.2751,11.9851,http://www.tate.org.uk/art/artists/gino-severini-1927
"Modigliani, Amedeo",Italia,1/1/1880,1/1/1884,Male,43.5485,10.3106,http://www.tate.org.uk/art/artists/amedeo-modigliani-1648
"Dottori, Gerardo",Italia,1/1/1880,1/1/1884,Male,43.1107,12.3908,http://www.tate.org.uk/art/artists/gerardo-dottori-1024
"Sironi, Mario",Italia,1/1/1880,1/1/1885,Male,40.7259,8.55568,http://www.tate.org.uk/art/artists/mario-sironi-1947
"Martini, Arturo",Italia,1/1/1880,1/1/1889,Male,45.6669,12.243,http://www.tate.org.uk/art/artists/arturo-martini-2338
"Morandi, Giorgio",Italia,1/1/1890,1/1/1890,Male,44.4949,11.3426,http://www.tate.org.uk/art/artists/giorgio-morandi-1660
"Thomas, George Havard",Italia,1/1/1890,1/1/1893,Male,40.6263,14.3758,http://www.tate.org.uk/art/artists/george-havard-thomas-2034
"Colla, Ettore",Italia,1/1/1890,1/1/1896,Male,44.8015,10.3279,http://www.tate.org.uk/art/artists/ettore-colla-929
"Maccari, Mino",Italia,1/1/1890,1/1/1898,Male,43.2572,11.2542,http://www.tate.org.uk/art/artists/mino-maccari-1538
"Pirandello, Fausto",Italia,1/1/1890,1/1/1899,Male,41.9028,12.4964,http://www.tate.org.uk/art/artists/fausto-pirandello-2254
"Zuccarelli, Francesco",Italia,1/1/1700,1/1/1702,Male,41.8719,12.5674,http://www.tate.org.uk/art/artists/francesco-zuccarelli-621
"Troubetzkoy, Paul",Italia,1/1/1860,1/1/1866,Male,41.8719,12.5674,http://www.tate.org.uk/art/artists/paul-troubetzkoy-2068
"Sterne, Maurice",Latvija,1/1/1870,1/1/1878,Male,56.5047,21.0108,http://www.tate.org.uk/art/artists/maurice-sterne-1997
"Lipchitz, Jacques",Lithuania,1/1/1890,1/1/1891,Male,55.1694,23.8813,http://www.tate.org.uk/art/artists/jacques-lipchitz-1518
"László, Philip Alexius de",Magyarország,1/1/1860,1/1/1869,Male,47.4979,19.0402,http://www.tate.org.uk/art/artists/philip-alexius-de-laszlo-1469
"Peri, Peter",Magyarország,1/1/1890,1/1/1899,Male,47.4979,19.0402,http://www.tate.org.uk/art/artists/peter-peri-2211
"Rivera, Diego",Mexico,1/1/1880,1/1/1886,Male,21.019,-101.257,http://www.tate.org.uk/art/artists/diego-rivera-1849
"Naghi Bey, Mohammed",Misr,1/1/1880,1/1/1888,Male,31.2392,29.9635,http://www.tate.org.uk/art/artists/mohammed-naghi-bey-1687
"Larionov, Michel",Moldova,1/1/1880,1/1/1881,Male,46.85,29.6333,http://www.tate.org.uk/art/artists/michel-larionov-1468
"Mytens, Daniel, the Elder",Nederland,1/1/1590,1/1/1590,Male,52.0116,4.35707,http://www.tate.org.uk/art/artists/daniel-mytens-the-elder-396
"Griffier, Jan, I",Nederland,1/1/1640,1/1/1645,Male,52.3702,4.89517,http://www.tate.org.uk/art/artists/jan-griffier-i-224
"Wyck, Jan",Nederland,1/1/1650,1/1/1652,Male,52.3874,4.64622,http://www.tate.org.uk/art/artists/jan-wyck-2567
"Collier, Edward",Nederland,1/1/1660,1/1/1662,Male,51.5831,4.77695,http://www.tate.org.uk/art/artists/edward-collier-100
"Alma-Tadema, Sir Lawrence",Nederland,1/1/1830,1/1/1836,Male,53.1966,5.64495,http://www.tate.org.uk/art/artists/sir-lawrence-alma-tadema-6
"Mauve, Anton",Nederland,1/1/1830,1/1/1838,Male,52.442,4.8292,http://www.tate.org.uk/art/artists/anton-mauve-1598
"Bock, Théophile de",Nederland,1/1/1850,1/1/1851,Male,52.0705,4.3007,http://www.tate.org.uk/art/artists/theophile-de-bock-773
"Gogh, Vincent van",Nederland,1/1/1850,1/1/1853,Male,51.4707,4.66236,http://www.tate.org.uk/art/artists/vincent-van-gogh-1182
"Bauer, Marius",Nederland,1/1/1860,1/1/1867,Male,52.0705,4.3007,http://www.tate.org.uk/art/artists/marius-bauer-704
"Mondrian, Piet",Nederland,1/1/1870,1/1/1872,Male,52.1561,5.38783,http://www.tate.org.uk/art/artists/piet-mondrian-1651
"Jungman, Nico",Nederland,1/1/1870,1/1/1872,Male,52.3702,4.89517,http://www.tate.org.uk/art/artists/nico-jungman-1379
"Leck, Bart van der",Nederland,1/1/1870,1/1/1876,Male,52.0907,5.12142,http://www.tate.org.uk/art/artists/bart-van-der-leck-1482
"Doesburg, Theo van",Nederland,1/1/1880,1/1/1883,Male,52.0907,5.12142,http://www.tate.org.uk/art/artists/theo-van-doesburg-1017
"Van Leyden, Ernst",Nederland,1/1/1890,1/1/1892,Male,51.9244,4.47773,http://www.tate.org.uk/art/artists/ernst-van-leyden-1505
"Hodgkins, Frances",New Zealand,1/1/1860,1/1/1869,Female,-45.8788,170.503,http://www.tate.org.uk/art/artists/frances-hodgkins-1296
"Low, Sir David",New Zealand,1/1/1890,1/1/1891,Male,-45.8788,170.503,http://www.tate.org.uk/art/artists/sir-david-low-1529
"Miller, Godfrey",New Zealand,1/1/1890,1/1/1893,Male,-41.2865,174.776,http://www.tate.org.uk/art/artists/godfrey-miller-1632
"Munch, Edvard",Norge,1/1/1860,1/1/1863,Male,60.8196,11.3421,http://www.tate.org.uk/art/artists/edvard-munch-1678
"De Karlowska, Stanislawa",Polska,1/1/1870,1/1/1876,Female,51.9194,19.1451,http://www.tate.org.uk/art/artists/stanislawa-de-karlowska-1385
"Wolmark, Alfred",Polska,1/1/1870,1/1/1877,Male,52.2297,21.0122,http://www.tate.org.uk/art/artists/alfred-wolmark-2163
"Marcoussis, Louis",Polska,1/1/1870,1/1/1878,Male,52.2297,21.0122,http://www.tate.org.uk/art/artists/louis-marcoussis-1577
"Hayden, Henri",Polska,1/1/1880,1/1/1883,Male,52.2297,21.0122,http://www.tate.org.uk/art/artists/henri-hayden-1255
"Gotlib, Henryk",Polska,1/1/1890,1/1/1890,Male,50.0647,19.945,http://www.tate.org.uk/art/artists/henryk-gotlib-1194
"Strunke, Niklavs",Polska,1/1/1890,1/1/1894,Male,52.4293,19.4619,http://www.tate.org.uk/art/artists/niklavs-strunke-2006
"Stazewski, Henryk",Polska,1/1/1890,1/1/1894,Male,52.2297,21.0122,http://www.tate.org.uk/art/artists/henryk-stazewski-1987
"Adler, Jankel",Polska,1/1/1890,1/1/1895,Male,51.6104,19.5349,http://www.tate.org.uk/art/artists/jankel-adler-630
"Potworowski, Peter",Polska,1/1/1890,1/1/1898,Male,52.2297,21.0122,http://www.tate.org.uk/art/artists/peter-potworowski-1796
"Cardoso, José, Junior",Portugal,1/1/1860,1/1/1861,Male,40.2033,-8.41026,http://www.tate.org.uk/art/artists/jose-cardoso-junior-859
"Brancusi, Constantin",România,1/1/1870,1/1/1876,Male,45.9432,24.9668,http://www.tate.org.uk/art/artists/constantin-brancusi-800
"Kaufmann, Isidor",România,1/1/1850,1/1/1854,Male,46.1667,21.3167,http://www.tate.org.uk/art/artists/isidor-kaufmann-1388
"Segal, Arthur",România,1/1/1870,1/1/1875,Male,47.1569,27.5903,http://www.tate.org.uk/art/artists/arthur-segal-1921
Brassai,România,1/1/1890,1/1/1899,Male,45.6667,25.6167,http://www.tate.org.uk/art/artists/brassai-11259
"Yeames, William Frederick",Rossiya,1/1/1830,1/1/1835,Male,47.2167,38.9167,http://www.tate.org.uk/art/artists/william-frederick-yeames-619
"Béraud, Jean",Rossiya,1/1/1840,1/1/1849,Male,59.9343,30.3351,http://www.tate.org.uk/art/artists/jean-beraud-741
"Corinth, Lovis",Rossiya,1/1/1850,1/1/1858,Male,54.6521,21.067,http://www.tate.org.uk/art/artists/lovis-corinth-943
"Kandinsky, Wassily",Rossiya,1/1/1860,1/1/1866,Male,55.7558,37.6173,http://www.tate.org.uk/art/artists/wassily-kandinsky-1382
"Somov, Konstantin",Rossiya,1/1/1860,1/1/1869,Male,59.9343,30.3351,http://www.tate.org.uk/art/artists/konstantin-somov-1962
"Benois, Alexander",Rossiya,1/1/1870,1/1/1870,Male,59.9343,30.3351,http://www.tate.org.uk/art/artists/alexander-benois-738
"Yuon, Konstantin",Rossiya,1/1/1870,1/1/1875,Male,55.7558,37.6173,http://www.tate.org.uk/art/artists/konstantin-yuon-2181
"Goncharova, Natalya",Rossiya,1/1/1880,1/1/1881,Female,54.2048,37.6185,http://www.tate.org.uk/art/artists/natalya-goncharova-1186
"Pevsner, Antoine",Rossiya,1/1/1880,1/1/1884,Male,52.9668,36.0625,http://www.tate.org.uk/art/artists/antoine-pevsner-1761
"Jacovleff, Alexandre",Rossiya,1/1/1880,1/1/1887,Male,59.9343,30.3351,http://www.tate.org.uk/art/artists/alexandre-jacovleff-1350
"Zadkine, Ossip",Rossiya,1/1/1890,1/1/1890,Male,54.7903,32.0504,http://www.tate.org.uk/art/artists/ossip-zadkine-2184
"Lissitzky, El",Rossiya,1/1/1890,1/1/1890,Male,54.4,32.45,http://www.tate.org.uk/art/artists/el-lissitzky-1519
"Puni, Iwan",Rossiya,1/1/1890,1/1/1892,Male,60.1667,29.8667,http://www.tate.org.uk/art/artists/iwan-puni-jean-pougny-1809
"Benois, Nadia",Rossiya,1/1/1890,1/1/1896,Female,59.9343,30.3351,http://www.tate.org.uk/art/artists/nadia-benois-739
"Tchelitchew, Pavel",Rossiya,1/1/1890,1/1/1898,Male,54.5519,36.2851,http://www.tate.org.uk/art/artists/pavel-tchelitchew-2029
"Berman, Eugène",Rossiya,1/1/1890,1/1/1899,Male,59.9343,30.3351,http://www.tate.org.uk/art/artists/eugene-berman-744
"Cozens, Alexander",Rossiya,1/1/1710,1/1/1717,Male,61.524,105.319,http://www.tate.org.uk/art/artists/alexander-cozens-118
"Ospovat, Henry",Rossiya,1/1/1870,1/1/1877,Male,61.524,105.319,http://www.tate.org.uk/art/artists/henry-ospovat-1728
"Tsapline, Dmitri",Rossiya,1/1/1890,1/1/1890,Male,61.524,105.319,http://www.tate.org.uk/art/artists/dmitri-tsapline-2072
"Grimm, Samuel Hieronymous",Schweiz,1/1/1730,1/1/1733,Male,47.0578,7.62039,http://www.tate.org.uk/art/artists/samuel-hieronymous-grimm-226
"De Loutherbourg, Philip James",Schweiz,1/1/1740,1/1/1740,Male,47.5674,7.59755,http://www.tate.org.uk/art/artists/philip-james-de-loutherbourg-145
"Kauffman, Angelica",Schweiz,1/1/1740,1/1/1741,Female,46.8573,9.52673,http://www.tate.org.uk/art/artists/angelica-kauffman-303
"Fuseli, Henry",Schweiz,1/1/1740,1/1/1741,Male,47.3686,8.53918,http://www.tate.org.uk/art/artists/henry-fuseli-198
"Kaisermann, Franz",Schweiz,1/1/1760,1/1/1765,Male,46.7782,6.64149,http://www.tate.org.uk/art/artists/franz-kaisermann-2621
"Agasse, Jacques Laurent",Schweiz,1/1/1760,1/1/1767,Male,46.1984,6.1423,http://www.tate.org.uk/art/artists/jacques-laurent-agasse-2
"Buvelot, Louis",Schweiz,1/1/1810,1/1/1814,Male,46.5153,6.49292,http://www.tate.org.uk/art/artists/louis-buvelot-74
"Butler, Elizabeth",Schweiz,1/1/1840,1/1/1846,Female,46.52,6.6336,http://www.tate.org.uk/art/artists/elizabeth-butler-lady-butler-71
"Steinlen, Théophile-Alexandre",Schweiz,1/1/1850,1/1/1859,Male,46.52,6.6336,http://www.tate.org.uk/art/artists/theophile-alexandre-steinlen-1992
"Vallotton, Félix",Schweiz,1/1/1860,1/1/1865,Male,46.52,6.6336,http://www.tate.org.uk/art/artists/felix-vallotton-2092
"Ricketts, Charles",Schweiz,1/1/1860,1/1/1866,Male,46.1984,6.1423,http://www.tate.org.uk/art/artists/charles-ricketts-1843
"Crotti, Jean",Schweiz,1/1/1870,1/1/1878,Male,46.6169,7.05741,http://www.tate.org.uk/art/artists/jean-crotti-962
Le Corbusier,Schweiz,1/1/1880,1/1/1887,Male,47.0979,6.82163,http://www.tate.org.uk/art/artists/le-corbusier-charles-edouard-jeanneret-1483
"Jeanneret, Pierre",Schweiz,1/1/1890,1/1/1896,Male,46.1984,6.1423,http://www.tate.org.uk/art/artists/pierre-jeanneret-16444
"Zuloaga, Ignacio",España,1/1/1870,1/1/1870,Male,40.4637,-3.74922,http://www.tate.org.uk/art/artists/ignacio-zuloaga-2187
"Dahl, Michael",Sverige,1/1/1650,1/1/1659,Male,59.3293,18.0686,http://www.tate.org.uk/art/artists/michael-dahl-2292
"Milles, Carl",Sverige,1/1/1870,1/1/1875,Male,57.2434,14.0672,http://www.tate.org.uk/art/artists/carl-milles-1633
"Martin, Elias",Sweden,1/1/1730,1/1/1739,Male,59.3293,18.0686,http://www.tate.org.uk/art/artists/elias-martin-2442
"Amiet, Cuno",Switzerland,1/1/1860,1/1/1868,Male,47.2087,7.53795,http://www.tate.org.uk/art/artists/cuno-amiet-646
"Repin, Ilya",Ukrayina,1/1/1840,1/1/1844,Male,49.8356,36.6864,http://www.tate.org.uk/art/artists/ilya-repin-1829
"Pasternak, Leonid",Ukrayina,1/1/1860,1/1/1862,Male,46.4825,30.7233,http://www.tate.org.uk/art/artists/leonid-pasternak-1746
"Malevich, Kazimir",Ukrayina,1/1/1870,1/1/1879,Male,50.4501,30.5234,http://www.tate.org.uk/art/artists/kazimir-malevich-1561
"Delaunay, Sonia",Ukrayina,1/1/1880,1/1/1885,Female,49.2303,33.1264,http://www.tate.org.uk/art/artists/sonia-delaunay-993
"Archipenko, Alexander",Ukrayina,1/1/1880,1/1/1887,Male,50.4501,30.5234,http://www.tate.org.uk/art/artists/alexander-archipenko-658
"Meninsky, Bernard",Ukrayina,1/1/1890,1/1/1891,Male,50.4485,30.5272,http://www.tate.org.uk/art/artists/bernard-meninsky-1622
"Andreenko, Michel",Ukrayina,1/1/1890,1/1/1894,Male,46.4825,30.7233,http://www.tate.org.uk/art/artists/michel-andreenko-mikhail-fedorovich-andriicenko-nechytailo-2704
Mane-Katz,Ukrayina,1/1/1890,1/1/1894,Male,49.0658,33.41,http://www.tate.org.uk/art/artists/mane-katz-1565
"Mintchine, Abraham",Ukrayina,1/1/1890,1/1/1898,Male,50.4501,30.5234,http://www.tate.org.uk/art/artists/abraham-mintchine-1643
"Hilliard, Nicholas",United Kingdom,1/1/1540,1/1/1547,Male,50.7184,-3.5339,http://www.tate.org.uk/art/artists/nicholas-hilliard-259
"Johnson, Cornelius",United Kingdom,1/1/1590,1/1/1593,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/cornelius-johnson-297
"Souch, John",United Kingdom,1/1/1590,1/1/1594,Male,53.5689,-2.88506,http://www.tate.org.uk/art/artists/john-souch-515
"Dobson, William",United Kingdom,1/1/1610,1/1/1611,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-dobson-153
"Wright, John Michael",United Kingdom,1/1/1610,1/1/1617,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-michael-wright-614
"Beale, Mary",United Kingdom,1/1/1630,1/1/1633,Female,51.5806,-0.341995,http://www.tate.org.uk/art/artists/mary-beale-2306
"Ferguson, William Gow",United Kingdom,1/1/1630,1/1/1633,Male,56.4907,-4.20265,http://www.tate.org.uk/art/artists/william-gow-ferguson-179
"Hamilton, James",United Kingdom,1/1/1640,1/1/1640,Male,56.4907,-4.20265,http://www.tate.org.uk/art/artists/james-hamilton-235
"Greenhill, John",United Kingdom,1/1/1640,1/1/1642,Male,51.0688,-1.79447,http://www.tate.org.uk/art/artists/john-greenhill-2690
"Riley, John",United Kingdom,1/1/1640,1/1/1646,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-riley-450
"Place, Francis",United Kingdom,1/1/1640,1/1/1647,Male,54.7752,-1.58485,http://www.tate.org.uk/art/artists/francis-place-2449
"Cradock, Marmaduke",United Kingdom,1/1/1660,1/1/1660,Male,51.0587,-2.94991,http://www.tate.org.uk/art/artists/marmaduke-cradock-2291
"Richardson, Jonathan",United Kingdom,1/1/1660,1/1/1667,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/jonathan-richardson-2584
"Thornhill, Sir James",United Kingdom,1/1/1670,1/1/1675,Male,50.7391,-2.33823,http://www.tate.org.uk/art/artists/sir-james-thornhill-550
"Laroon, Marcellus, the Younger",United Kingdom,1/1/1670,1/1/1679,Male,51.4876,-0.267173,http://www.tate.org.uk/art/artists/marcellus-laroon-the-younger-329
"Monamy, Peter",United Kingdom,1/1/1680,1/1/1681,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/peter-monamy-381
"Highmore, Joseph",United Kingdom,1/1/1690,1/1/1692,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/joseph-highmore-256
"Vanderbank, John",United Kingdom,1/1/1690,1/1/1694,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-vanderbank-563
"Slaughter, Stephen",United Kingdom,1/1/1690,1/1/1697,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/stephen-slaughter-498
"Hogarth, William",United Kingdom,1/1/1690,1/1/1697,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-hogarth-265
"Lambert, George",United Kingdom,1/1/1700,1/1/1700,Male,51.2787,0.521725,http://www.tate.org.uk/art/artists/george-lambert-318
"Worlidge, Thomas",United Kingdom,1/1/1700,1/1/1700,Male,52.5695,-0.24053,http://www.tate.org.uk/art/artists/thomas-worlidge-2469
"Hudson, Thomas",United Kingdom,1/1/1700,1/1/1701,Male,50.7772,-3.99946,http://www.tate.org.uk/art/artists/thomas-hudson-281
"Scott, Samuel",United Kingdom,1/1/1700,1/1/1702,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/samuel-scott-480
"Seymour, James",United Kingdom,1/1/1700,1/1/1702,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/james-seymour-488
"Hoare, William",United Kingdom,1/1/1700,1/1/1707,Male,52.3196,1.14621,http://www.tate.org.uk/art/artists/william-hoare-262
"Devis, Arthur",United Kingdom,1/1/1710,1/1/1711,Male,53.7632,-2.70309,http://www.tate.org.uk/art/artists/arthur-devis-2799
"Ramsay, Allan",United Kingdom,1/1/1710,1/1/1713,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/allan-ramsay-438
"Smith, George, of Chichester",United Kingdom,1/1/1710,1/1/1714,Male,50.8376,-0.774936,http://www.tate.org.uk/art/artists/george-smith-of-chichester-506
"Penny, Edward",United Kingdom,1/1/1710,1/1/1714,Male,53.3006,-2.37183,http://www.tate.org.uk/art/artists/edward-penny-417
"Sandby, Thomas",United Kingdom,1/1/1720,1/1/1721,Male,52.9548,-1.15811,http://www.tate.org.uk/art/artists/thomas-sandby-472
"Reynolds, Sir Joshua",United Kingdom,1/1/1720,1/1/1723,Male,50.3861,-4.05133,http://www.tate.org.uk/art/artists/sir-joshua-reynolds-444
"Brooking, Charles",United Kingdom,1/1/1720,1/1/1723,Male,51.4816,-0.0264139,http://www.tate.org.uk/art/artists/charles-brooking-64
"Hamilton, Gavin",United Kingdom,1/1/1720,1/1/1723,Male,56.4907,-4.20265,http://www.tate.org.uk/art/artists/gavin-hamilton-234
"Stubbs, George",United Kingdom,1/1/1720,1/1/1724,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/george-stubbs-538
"Collet, John",United Kingdom,1/1/1720,1/1/1725,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-collet-2418
"Lambert, James",United Kingdom,1/1/1720,1/1/1725,Male,50.8008,0.25105,http://www.tate.org.uk/art/artists/james-lambert-319
"Cotes, Francis",United Kingdom,1/1/1720,1/1/1726,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/francis-cotes-115
"Walker, Anthony",United Kingdom,1/1/1720,1/1/1726,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/anthony-walker-2583
"Gainsborough, Thomas",United Kingdom,1/1/1720,1/1/1727,Male,52.041,0.726706,http://www.tate.org.uk/art/artists/thomas-gainsborough-199
"Adam, Robert",United Kingdom,1/1/1720,1/1/1728,Male,56.1168,-3.15814,http://www.tate.org.uk/art/artists/robert-adam-2411
"Devis, Anthony",United Kingdom,1/1/1720,1/1/1729,Male,53.7632,-2.70309,http://www.tate.org.uk/art/artists/anthony-devis-2223
"Pine, Robert Edge",United Kingdom,1/1/1730,1/1/1730,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/robert-edge-pine-2313
"Sandby, Paul",United Kingdom,1/1/1730,1/1/1730,Male,52.9548,-1.15811,http://www.tate.org.uk/art/artists/paul-sandby-471
"Richards, John Inigo",United Kingdom,1/1/1730,1/1/1731,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-inigo-richards-446
"Morison, Colin",United Kingdom,1/1/1730,1/1/1732,Male,56.4907,-4.20265,http://www.tate.org.uk/art/artists/colin-morison-2272
"Gilpin, Sawrey",United Kingdom,1/1/1730,1/1/1733,Male,54.8925,-2.93293,http://www.tate.org.uk/art/artists/sawrey-gilpin-2578
"Romney, George",United Kingdom,1/1/1730,1/1/1734,Male,54.1569,-3.1782,http://www.tate.org.uk/art/artists/george-romney-457
"Haughton, Moses, the Elder",United Kingdom,1/1/1730,1/1/1734,Male,52.5529,-2.02208,http://www.tate.org.uk/art/artists/moses-haughton-the-elder-2560
"Wright, Joseph, of Derby",United Kingdom,1/1/1730,1/1/1734,Male,52.9225,-1.47462,http://www.tate.org.uk/art/artists/joseph-wright-of-derby-615
"Sartorius, Francis",United Kingdom,1/1/1730,1/1/1734,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/francis-sartorius-476
"Kettle, Tilly",United Kingdom,1/1/1730,1/1/1734,Male,36.2418,-119.151,http://www.tate.org.uk/art/artists/tilly-kettle-308
"Taylor, John, of Bath",United Kingdom,1/1/1730,1/1/1735,Male,51.3758,-2.3599,http://www.tate.org.uk/art/artists/john-taylor-of-bath-542
"Dance-Holland, Sir Nathaniel",United Kingdom,1/1/1730,1/1/1735,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-nathaniel-dance-holland-136
"Runciman, Alexander",United Kingdom,1/1/1730,1/1/1736,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/alexander-runciman-464
"Beach, Thomas",United Kingdom,1/1/1730,1/1/1738,Male,50.7391,-2.33823,http://www.tate.org.uk/art/artists/thomas-beach-27
"Towne, Francis",United Kingdom,1/1/1730,1/1/1739,Male,50.7184,-3.5339,http://www.tate.org.uk/art/artists/francis-towne-553
"Marlow, William",United Kingdom,1/1/1740,1/1/1740,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-marlow-368
"Mortimer, John Hamilton",United Kingdom,1/1/1740,1/1/1740,Male,50.768,0.290472,http://www.tate.org.uk/art/artists/john-hamilton-mortimer-389
