Name,Birth Country,Birth Decade,Birth Year,Gender,Latitude,Longitude,Tate URL
"More, Jacob",United Kingdom,1/1/1740,1/1/1740,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/jacob-more-384
"Dance, George",United Kingdom,1/1/1740,1/1/1741,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-dance-2423
"Pocock, Nicholas",United Kingdom,1/1/1740,1/1/1741,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/nicholas-pocock-427
"Jones, Thomas",United Kingdom,1/1/1740,1/1/1742,Male,52.1431,-3.37368,http://www.tate.org.uk/art/artists/thomas-jones-301
"Cosway, Richard",United Kingdom,1/1/1740,1/1/1742,Male,50.7772,-3.99946,http://www.tate.org.uk/art/artists/richard-cosway-2315
"Humphry, Ozias",United Kingdom,1/1/1740,1/1/1742,Male,50.7995,-3.18868,http://www.tate.org.uk/art/artists/ozias-humphry-284
"Peters, Rev. Matthew William",United Kingdom,1/1/1740,1/1/1742,Male,50.6807,-1.52316,http://www.tate.org.uk/art/artists/rev-matthew-william-peters-419
"Pars, William",United Kingdom,1/1/1740,1/1/1742,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-pars-412
"Hodges, William",United Kingdom,1/1/1740,1/1/1744,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-hodges-263
"Allan, David",United Kingdom,1/1/1740,1/1/1744,Male,56.1141,-3.7919,http://www.tate.org.uk/art/artists/david-allan-2473
"Sunderland, Thomas",United Kingdom,1/1/1740,1/1/1744,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/thomas-sunderland-2534
"Russell, John",United Kingdom,1/1/1740,1/1/1744,Male,51.2362,-0.570409,http://www.tate.org.uk/art/artists/john-russell-466
"Hearne, Thomas",United Kingdom,1/1/1740,1/1/1744,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/thomas-hearne-247
"Fagan, Robert",United Kingdom,1/1/1740,1/1/1745,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/robert-fagan-175
"Northcote, James",United Kingdom,1/1/1740,1/1/1746,Male,50.3755,-4.14266,http://www.tate.org.uk/art/artists/james-northcote-404
"Rooker, Michael Angelo",United Kingdom,1/1/1740,1/1/1746,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/michael-angelo-rooker-459
"Walton, Henry",United Kingdom,1/1/1740,1/1/1746,Male,52.614,0.886402,http://www.tate.org.uk/art/artists/henry-walton-579
"Farington, Joseph",United Kingdom,1/1/1740,1/1/1747,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/joseph-farington-176
"Wheatley, Francis",United Kingdom,1/1/1740,1/1/1747,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/francis-wheatley-597
"Damer, Anne Seymour",United Kingdom,1/1/1740,1/1/1748,Female,51.2783,0.127865,http://www.tate.org.uk/art/artists/anne-seymour-damer-2553
"Daniell, Thomas",United Kingdom,1/1/1740,1/1/1749,Male,51.3865,-0.509456,http://www.tate.org.uk/art/artists/thomas-daniell-137
"Smith, John `Warwick'",United Kingdom,1/1/1740,1/1/1749,Male,54.5772,-2.79748,http://www.tate.org.uk/art/artists/john-warwick-smith-508
"Bunbury, Henry William",United Kingdom,1/1/1750,1/1/1750,Male,52.1872,0.97078,http://www.tate.org.uk/art/artists/henry-william-bunbury-2416
"Downman, John",United Kingdom,1/1/1750,1/1/1750,Male,52.9865,-3.04072,http://www.tate.org.uk/art/artists/john-downman-159
"Shelley, Samuel",United Kingdom,1/1/1750,1/1/1750,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/samuel-shelley-2456
"Gardner, Daniel",United Kingdom,1/1/1750,1/1/1750,Male,54.328,-2.74629,http://www.tate.org.uk/art/artists/daniel-gardner-201
"Boyne, John",United Kingdom,1/1/1750,1/1/1750,Male,54.3413,-5.74849,http://www.tate.org.uk/art/artists/john-boyne-2482
"Cranch, John",United Kingdom,1/1/1750,1/1/1751,Male,50.2839,-3.77749,http://www.tate.org.uk/art/artists/john-cranch-120
"Jefferys, James",United Kingdom,1/1/1750,1/1/1751,Male,51.2704,0.522699,http://www.tate.org.uk/art/artists/james-jefferys-2434
"Hamilton, William",United Kingdom,1/1/1750,1/1/1751,Male,51.4851,-0.174936,http://www.tate.org.uk/art/artists/william-hamilton-2580
"Smith, John Raphael",United Kingdom,1/1/1750,1/1/1752,Male,52.9225,-1.47462,http://www.tate.org.uk/art/artists/john-raphael-smith-2568
"Cozens, John Robert",United Kingdom,1/1/1750,1/1/1752,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-robert-cozens-119
"Ryley, Charles Reuben",United Kingdom,1/1/1750,1/1/1752,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/charles-reuben-ryley-468
"Smirke, Robert",United Kingdom,1/1/1750,1/1/1752,Male,54.8255,-3.16123,http://www.tate.org.uk/art/artists/robert-smirke-503
"Bewick, Thomas",United Kingdom,1/1/1750,1/1/1753,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/thomas-bewick-35
"Beaumont, Sir George Howland, Bt",United Kingdom,1/1/1750,1/1/1753,Male,51.8731,0.35792,http://www.tate.org.uk/art/artists/sir-george-howland-beaumont-bt-29
"Beechey, Sir William",United Kingdom,1/1/1750,1/1/1753,Male,51.8071,-1.63679,http://www.tate.org.uk/art/artists/sir-william-beechey-30
"Nicholson, Francis",United Kingdom,1/1/1750,1/1/1753,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/francis-nicholson-2520
"Cumberland, George",United Kingdom,1/1/1750,1/1/1754,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-cumberland-128
"Stringer, Daniel",United Kingdom,1/1/1750,1/1/1754,Male,53.2326,-2.61032,http://www.tate.org.uk/art/artists/daniel-stringer-535
"Stothard, Thomas",United Kingdom,1/1/1750,1/1/1755,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-stothard-531
"Flaxman, John",United Kingdom,1/1/1750,1/1/1755,Male,53.96,-1.0873,http://www.tate.org.uk/art/artists/john-flaxman-186
"Pollard, Robert",United Kingdom,1/1/1750,1/1/1755,Male,54.9783,-1.61778,http://www.tate.org.uk/art/artists/robert-pollard-2564
"Raeburn, Sir Henry",United Kingdom,1/1/1750,1/1/1756,Male,56.4907,-4.20265,http://www.tate.org.uk/art/artists/sir-henry-raeburn-437
"Alken, Samuel, Senior",United Kingdom,1/1/1750,1/1/1756,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/samuel-alken-senior-2471
"Rowlandson, Thomas",United Kingdom,1/1/1750,1/1/1756,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-rowlandson-463
"Doughty, William",United Kingdom,1/1/1750,1/1/1757,Male,53.96,-1.0873,http://www.tate.org.uk/art/artists/william-doughty-155
"Blake, William",United Kingdom,1/1/1750,1/1/1757,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-blake-39
"Corbould, Richard",United Kingdom,1/1/1750,1/1/1757,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/richard-corbould-2488
"Gillray, James",United Kingdom,1/1/1750,1/1/1757,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/james-gillray-2739
"Williams, William",United Kingdom,1/1/1750,1/1/1758,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/william-williams-605
"Hoare, Sir Richard Colt",United Kingdom,1/1/1750,1/1/1758,Male,51.3148,-0.55995,http://www.tate.org.uk/art/artists/sir-richard-colt-hoare-2509
"Hoppner, John",United Kingdom,1/1/1750,1/1/1758,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-hoppner-276
"Serres, John Thomas",United Kingdom,1/1/1750,1/1/1759,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-thomas-serres-486
"Garrard, George",United Kingdom,1/1/1760,1/1/1760,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-garrard-202
"Burney, Edward Francis",United Kingdom,1/1/1760,1/1/1760,Male,52.0307,-2.80138,http://www.tate.org.uk/art/artists/edward-francis-burney-2334
"Abbott, Lemuel Francis",United Kingdom,1/1/1760,1/1/1760,Male,52.7401,-1.14059,http://www.tate.org.uk/art/artists/lemuel-francis-abbott-1
"Blake, Robert",United Kingdom,1/1/1760,1/1/1762,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/robert-blake-38
"Bird, Edward",United Kingdom,1/1/1760,1/1/1762,Male,52.587,-2.12882,http://www.tate.org.uk/art/artists/edward-bird-36
"Artaud, William",United Kingdom,1/1/1760,1/1/1763,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-artaud-2474
"Dayes, Edward",United Kingdom,1/1/1760,1/1/1763,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/edward-dayes-143
"Morland, George",United Kingdom,1/1/1760,1/1/1763,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-morland-385
"Woodforde, Samuel",United Kingdom,1/1/1760,1/1/1763,Male,51.0887,-2.5131,http://www.tate.org.uk/art/artists/samuel-woodforde-609
"Westall, Richard",United Kingdom,1/1/1760,1/1/1765,Male,51.7958,-0.081157,http://www.tate.org.uk/art/artists/richard-westall-595
"Smith, John Thomas",United Kingdom,1/1/1760,1/1/1766,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-thomas-smith-507
"Cristall, Joshua",United Kingdom,1/1/1760,1/1/1767,Male,50.2128,-5.29477,http://www.tate.org.uk/art/artists/joshua-cristall-123
"Barret, George, Junior",United Kingdom,1/1/1760,1/1/1767,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-barret-junior-22
"Alexander, William",United Kingdom,1/1/1760,1/1/1767,Male,51.2704,0.522699,http://www.tate.org.uk/art/artists/william-alexander-2470
"Glover, John",United Kingdom,1/1/1760,1/1/1767,Male,52.7401,-1.14059,http://www.tate.org.uk/art/artists/john-glover-212
"Marshall, Benjamin",United Kingdom,1/1/1760,1/1/1768,Male,52.7401,-1.14059,http://www.tate.org.uk/art/artists/benjamin-marshall-369
"Crome, John",United Kingdom,1/1/1760,1/1/1768,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/john-crome-126
"Barker, Thomas, of Bath",United Kingdom,1/1/1760,1/1/1769,Male,51.7004,-3.04527,http://www.tate.org.uk/art/artists/thomas-barker-of-bath-19
"Howard, Henry",United Kingdom,1/1/1760,1/1/1769,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/henry-howard-279
"Daniell, William",United Kingdom,1/1/1760,1/1/1769,Male,51.3865,-0.509456,http://www.tate.org.uk/art/artists/william-daniell-138
"Lawrence, Sir Thomas",United Kingdom,1/1/1760,1/1/1769,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/sir-thomas-lawrence-334
"Edridge, Henry",United Kingdom,1/1/1760,1/1/1769,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/henry-edridge-167
"Pyne, William Henry",United Kingdom,1/1/1760,1/1/1769,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-henry-pyne-2451
"Hills, Robert",United Kingdom,1/1/1760,1/1/1769,Male,51.5465,-0.105806,http://www.tate.org.uk/art/artists/robert-hills-260
"Ward, James",United Kingdom,1/1/1760,1/1/1769,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/james-ward-581
"Clint, George",United Kingdom,1/1/1770,1/1/1770,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-clint-98
"Phillips, Thomas",United Kingdom,1/1/1770,1/1/1770,Male,52.5123,-2.08111,http://www.tate.org.uk/art/artists/thomas-phillips-423
"Ladbrooke, Robert",United Kingdom,1/1/1770,1/1/1770,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/robert-ladbrooke-316
"Long, Amelia",United Kingdom,1/1/1770,1/1/1772,Female,51.5074,-0.127758,http://www.tate.org.uk/art/artists/amelia-long-lady-farnborough-2570
"Bourne, James",United Kingdom,1/1/1770,1/1/1773,Male,53.2179,-0.19997,http://www.tate.org.uk/art/artists/james-bourne-2707
"Munn, Paul Sandby",United Kingdom,1/1/1770,1/1/1773,Male,51.4826,-0.0076589,http://www.tate.org.uk/art/artists/paul-sandby-munn-393
"Turner, Charles",United Kingdom,1/1/1770,1/1/1774,Male,51.8473,-1.35409,http://www.tate.org.uk/art/artists/charles-turner-556
"Chinnery, George",United Kingdom,1/1/1770,1/1/1774,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-chinnery-92
"Crotch, Dr William",United Kingdom,1/1/1770,1/1/1775,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/dr-william-crotch-2490
"Delamotte, William Alfred",United Kingdom,1/1/1770,1/1/1775,Male,50.6144,-2.45762,http://www.tate.org.uk/art/artists/william-alfred-delamotte-144
"Turner, Joseph Mallord William",United Kingdom,1/1/1770,1/1/1775,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/joseph-mallord-william-turner-558
"Girtin, Thomas",United Kingdom,1/1/1770,1/1/1775,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-girtin-211
"Heaphy, Thomas",United Kingdom,1/1/1770,1/1/1775,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-heaphy-2430
"Constable, John",United Kingdom,1/1/1770,1/1/1776,Male,52.1872,0.97078,http://www.tate.org.uk/art/artists/john-constable-108
"Payne, William",United Kingdom,1/1/1770,1/1/1776,Male,50.3755,-4.14266,http://www.tate.org.uk/art/artists/william-payne-2225
"Spilsbury, Maria",United Kingdom,1/1/1770,1/1/1777,Female,51.5074,-0.127758,http://www.tate.org.uk/art/artists/maria-spilsbury-517
"Porter, Sir Robert Ker",United Kingdom,1/1/1770,1/1/1777,Male,54.7752,-1.58485,http://www.tate.org.uk/art/artists/sir-robert-ker-porter-2524
"Thomson, Rev. John, of Duddingston",United Kingdom,1/1/1770,1/1/1778,Male,55.2767,-4.72441,http://www.tate.org.uk/art/artists/rev-john-thomson-of-duddingston-549
"Jackson, John",United Kingdom,1/1/1770,1/1/1778,Male,54.2504,-1.47086,http://www.tate.org.uk/art/artists/john-jackson-295
"Smith, Joseph Clarendon",United Kingdom,1/1/1770,1/1/1778,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/joseph-clarendon-smith-2274
"Varley, John",United Kingdom,1/1/1770,1/1/1778,Male,53.1563,-1.57502,http://www.tate.org.uk/art/artists/john-varley-569
"Hakewill, James",United Kingdom,1/1/1770,1/1/1778,Male,55.3781,-3.43597,http://www.tate.org.uk/art/artists/james-hakewill-2231
"Cuitt, George, Junior",United Kingdom,1/1/1770,1/1/1779,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/george-cuitt-junior-2421
"Callcott, Sir Augustus Wall",United Kingdom,1/1/1770,1/1/1779,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-augustus-wall-callcott-78
"Hill, John",United Kingdom,1/1/1780,1/1/1780,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-hill-258
"Wilson, Andrew",United Kingdom,1/1/1780,1/1/1780,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/andrew-wilson-2467
"Barenger, James",United Kingdom,1/1/1780,1/1/1780,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/james-barenger-18
"Lane, Samuel",United Kingdom,1/1/1780,1/1/1780,Male,52.7517,0.402296,http://www.tate.org.uk/art/artists/samuel-lane-324
"Sharpe, Charles Kirkpatrick",United Kingdom,1/1/1780,1/1/1781,Male,55.0709,-3.60512,http://www.tate.org.uk/art/artists/charles-kirkpatrick-sharpe-2455
"Varley, Cornelius",United Kingdom,1/1/1780,1/1/1781,Male,53.1563,-1.57502,http://www.tate.org.uk/art/artists/cornelius-varley-568
"Clennell, Luke",United Kingdom,1/1/1780,1/1/1781,Male,55.1688,-1.68749,http://www.tate.org.uk/art/artists/luke-clennell-2230
"Dawe, George",United Kingdom,1/1/1780,1/1/1781,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-dawe-142
"Allan, Sir William",United Kingdom,1/1/1780,1/1/1782,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/sir-william-allan-4
"Williams, Edward",United Kingdom,1/1/1780,1/1/1782,Male,51.4571,-0.123068,http://www.tate.org.uk/art/artists/edward-williams-602
"Ferneley, John, I",United Kingdom,1/1/1780,1/1/1782,Male,52.7401,-1.14059,http://www.tate.org.uk/art/artists/john-ferneley-i-180
"Nash, Frederick",United Kingdom,1/1/1780,1/1/1782,Male,51.4571,-0.123068,http://www.tate.org.uk/art/artists/frederick-nash-2443
"Havell, William",United Kingdom,1/1/1780,1/1/1782,Male,51.4543,-0.97813,http://www.tate.org.uk/art/artists/william-havell-242
"Pickersgill, Henry William",United Kingdom,1/1/1780,1/1/1782,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/henry-william-pickersgill-425
"Simpson, John",United Kingdom,1/1/1780,1/1/1782,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-simpson-495
"Cotman, John Sell",United Kingdom,1/1/1780,1/1/1782,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/john-sell-cotman-116
"Pocock, Isaac",United Kingdom,1/1/1780,1/1/1782,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/isaac-pocock-2450
"Cox, David",United Kingdom,1/1/1780,1/1/1783,Male,52.4862,-1.8904,http://www.tate.org.uk/art/artists/david-cox-117
"Prout, Samuel",United Kingdom,1/1/1780,1/1/1783,Male,50.3755,-4.14266,http://www.tate.org.uk/art/artists/samuel-prout-435
"Geddes, Andrew",United Kingdom,1/1/1780,1/1/1783,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/andrew-geddes-205
"De Wint, Peter",United Kingdom,1/1/1780,1/1/1784,Male,52.9079,-2.14405,http://www.tate.org.uk/art/artists/peter-de-wint-148
"Burnet, John",United Kingdom,1/1/1780,1/1/1784,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/john-burnet-2558
"Calvert, Charles",United Kingdom,1/1/1780,1/1/1785,Male,53.4433,-1.94891,http://www.tate.org.uk/art/artists/charles-calvert-2417
"Knight, John Baverstock",United Kingdom,1/1/1780,1/1/1785,Male,50.7391,-2.33823,http://www.tate.org.uk/art/artists/john-baverstock-knight-313
"Alken, Henry Thomas",United Kingdom,1/1/1780,1/1/1785,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/henry-thomas-alken-3
"Varley, William Fleetwood",United Kingdom,1/1/1780,1/1/1785,Male,53.1563,-1.57502,http://www.tate.org.uk/art/artists/william-fleetwood-varley-2464
"Wilkie, Sir David",United Kingdom,1/1/1780,1/1/1785,Male,57.1186,-2.17432,http://www.tate.org.uk/art/artists/sir-david-wilkie-600
"Haydon, Benjamin Robert",United Kingdom,1/1/1780,1/1/1786,Male,50.3755,-4.14266,http://www.tate.org.uk/art/artists/benjamin-robert-haydon-243
"Hilton, William, the Younger",United Kingdom,1/1/1780,1/1/1786,Male,53.2307,-0.540579,http://www.tate.org.uk/art/artists/william-hilton-the-younger-261
"Fraser, Alexander",United Kingdom,1/1/1780,1/1/1786,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/alexander-fraser-193
"Shayer, William, Senior",United Kingdom,1/1/1780,1/1/1787,Male,50.9097,-1.40435,http://www.tate.org.uk/art/artists/william-shayer-senior-489
"Etty, William",United Kingdom,1/1/1780,1/1/1787,Male,53.96,-1.0873,http://www.tate.org.uk/art/artists/william-etty-172
"Fielding, Anthony Vandyke Copley",United Kingdom,1/1/1780,1/1/1787,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/anthony-vandyke-copley-fielding-182
"Finden, William",United Kingdom,1/1/1780,1/1/1787,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-finden-2255
"Nasmyth, Patrick",United Kingdom,1/1/1780,1/1/1787,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/patrick-nasmyth-397
"Gordon, Sir John Watson",United Kingdom,1/1/1780,1/1/1788,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/sir-john-watson-gordon-216
"Collins, William",United Kingdom,1/1/1780,1/1/1788,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-collins-105
"Robson, George Fennel",United Kingdom,1/1/1780,1/1/1788,Male,54.7752,-1.58485,http://www.tate.org.uk/art/artists/george-fennel-robson-456
"Baily, Edward Hodges",United Kingdom,1/1/1780,1/1/1788,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/edward-hodges-baily-16
"Martin, John",United Kingdom,1/1/1780,1/1/1789,Male,54.9758,-2.24973,http://www.tate.org.uk/art/artists/john-martin-371
"Turner, William, of Oxford",United Kingdom,1/1/1780,1/1/1789,Male,51.7612,-1.24647,http://www.tate.org.uk/art/artists/william-turner-of-oxford-559
"Blore, Edward",United Kingdom,1/1/1780,1/1/1789,Male,52.6513,-0.480216,http://www.tate.org.uk/art/artists/edward-blore-2229
"Read, David Charles",United Kingdom,1/1/1790,1/1/1790,Male,51.0895,-1.21684,http://www.tate.org.uk/art/artists/david-charles-read-440
"Hunt, William Henry",United Kingdom,1/1/1790,1/1/1790,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-henry-hunt-286
"Briggs, Henry Perronet",United Kingdom,1/1/1790,1/1/1791,Male,52.3555,-1.17432,http://www.tate.org.uk/art/artists/henry-perronet-briggs-55
"Linton, William",United Kingdom,1/1/1790,1/1/1791,Male,53.4084,-2.99157,http://www.tate.org.uk/art/artists/william-linton-352
"Constable, George",United Kingdom,1/1/1790,1/1/1792,Male,51.5557,-0.176203,http://www.tate.org.uk/art/artists/george-constable-107
"Pollard, James",United Kingdom,1/1/1790,1/1/1792,Male,51.5465,-0.105806,http://www.tate.org.uk/art/artists/james-pollard-428
"Linnell, John",United Kingdom,1/1/1790,1/1/1792,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/john-linnell-351
"Hayter, Sir George",United Kingdom,1/1/1790,1/1/1792,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-george-hayter-2504
"Cruikshank, George",United Kingdom,1/1/1790,1/1/1792,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/george-cruikshank-127
"Stanfield, Clarkson Frederick",United Kingdom,1/1/1790,1/1/1793,Male,54.9069,-1.3838,http://www.tate.org.uk/art/artists/clarkson-frederick-stanfield-518
"Severn, Joseph",United Kingdom,1/1/1790,1/1/1793,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/joseph-severn-487
"Stark, James",United Kingdom,1/1/1790,1/1/1794,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/james-stark-521
"Crome, John Berney",United Kingdom,1/1/1790,1/1/1794,Male,52.6694,1.27843,http://www.tate.org.uk/art/artists/john-berney-crome-125
"Geikie, Walter",United Kingdom,1/1/1790,1/1/1795,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/walter-geikie-2428
"Behnes, William",United Kingdom,1/1/1790,1/1/1795,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-behnes-31
"Herring, John Frederick",United Kingdom,1/1/1790,1/1/1795,Male,51.3148,-0.55995,http://www.tate.org.uk/art/artists/john-frederick-herring-252
"Roberts, David",United Kingdom,1/1/1790,1/1/1796,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/david-roberts-454
"Poynter, Ambrose",United Kingdom,1/1/1790,1/1/1796,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/ambrose-poynter-432
"Harding, James Duffield",United Kingdom,1/1/1790,1/1/1797,Male,51.4816,-0.0264139,http://www.tate.org.uk/art/artists/james-duffield-harding-238
"Churchyard, Thomas",United Kingdom,1/1/1790,1/1/1798,Male,52.1872,0.97078,http://www.tate.org.uk/art/artists/thomas-churchyard-93
"Calvert, Edward",United Kingdom,1/1/1790,1/1/1799,Male,50.7772,-3.99946,http://www.tate.org.uk/art/artists/edward-calvert-81
"Holland, James",United Kingdom,1/1/1790,1/1/1799,Male,52.7698,-2.10452,http://www.tate.org.uk/art/artists/james-holland-268
"Cattermole, George",United Kingdom,1/1/1800,1/1/1800,Male,52.614,0.886402,http://www.tate.org.uk/art/artists/george-cattermole-87
"Hurlstone, Frederick Yeates",United Kingdom,1/1/1800,1/1/1800,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/frederick-yeates-hurlstone-289
"Boxall, Sir William",United Kingdom,1/1/1800,1/1/1800,Male,51.752,-1.25773,http://www.tate.org.uk/art/artists/sir-william-boxall-47
"Webster, Thomas",United Kingdom,1/1/1800,1/1/1800,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-webster-590
"Finch, Francis Oliver",United Kingdom,1/1/1800,1/1/1802,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/francis-oliver-finch-2425
"Landseer, Sir Edwin Henry",United Kingdom,1/1/1800,1/1/1802,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/sir-edwin-henry-landseer-323
"Tayler, Frederick",United Kingdom,1/1/1800,1/1/1802,Male,51.6577,-0.272308,http://www.tate.org.uk/art/artists/frederick-tayler-541
"Bonington, Richard Parkes",United Kingdom,1/1/1800,1/1/1802,Male,53.0007,-1.13186,http://www.tate.org.uk/art/artists/richard-parkes-bonington-41
"Williams, Penry",United Kingdom,1/1/1800,1/1/1802,Male,51.7487,-3.38165,http://www.tate.org.uk/art/artists/penry-williams-604
"Grant, Sir Francis",United Kingdom,1/1/1800,1/1/1803,Male,55.9533,-3.18827,http://www.tate.org.uk/art/artists/sir-francis-grant-2281
"Chambers, George",United Kingdom,1/1/1800,1/1/1803,Male,54.4863,-0.613347,http://www.tate.org.uk/art/artists/george-chambers-89
"Allen, Joseph William",United Kingdom,1/1/1800,1/1/1803,Male,51.4571,-0.123068,http://www.tate.org.uk/art/artists/joseph-william-allen-5
"Boys, Thomas Shotter",United Kingdom,1/1/1800,1/1/1803,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-shotter-boys-49
"Allom, Thomas",United Kingdom,1/1/1800,1/1/1804,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/thomas-allom-2273
"Redgrave, Richard",United Kingdom,1/1/1800,1/1/1804,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/richard-redgrave-441
"Davis, John Scarlett",United Kingdom,1/1/1800,1/1/1804,Male,52.2257,-2.74277,http://www.tate.org.uk/art/artists/john-scarlett-davis-140
"Palmer, Samuel",United Kingdom,1/1/1800,1/1/1805,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/samuel-palmer-411
"Brandard, Robert",United Kingdom,1/1/1800,1/1/1805,Male,52.4862,-1.8904,http://www.tate.org.uk/art/artists/robert-brandard-2414
"Smallwood, William Frome",United Kingdom,1/1/1800,1/1/1806,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/william-frome-smallwood-2531
"Ince, Joseph Murray",United Kingdom,1/1/1800,1/1/1806,Male,52.272,-3.00516,http://www.tate.org.uk/art/artists/joseph-murray-ince-2432
"Dyce, William",United Kingdom,1/1/1800,1/1/1806,Male,57.1497,-2.09428,http://www.tate.org.uk/art/artists/william-dyce-164
"Poole, Paul Falconer",United Kingdom,1/1/1800,1/1/1807,Male,51.4545,-2.58791,http://www.tate.org.uk/art/artists/paul-falconer-poole-430
"Clint, Alfred",United Kingdom,1/1/1800,1/1/1807,Male,51.5074,-0.127758,http://www.tate.org.uk/art/artists/alfred-clint-97
"Weekes, Henry",United Kingdom,1/1/1800,1/1/1807,Male,51.2802,1.07891,http://www.tate.org.uk/art/artists/henry-weekes-591
